x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,y
0.7739560485559633,0.4388784397520523,0.8585979199113825,0.6973680290593639,0.09417734788764953,0.9756223516367559,0.761139701990353,0.7860643052769538,0.12811363267554587,0.45038593789556713,0.37079802423258124,0.9267649888486018,0.6438651200806645,0.82276161327083,0.44341419882733113,41.073680319292244
0.2272387217847769,0.5545847870158348,0.06381725610417532,0.8276311719925821,0.6316643991220648,0.7580877400853738,0.35452596812986836,0.9706980243949033,0.8931211213221977,0.7783834970737619,0.19463870785196757,0.4667210037270342,0.04380376578722878,0.15428949206754783,0.6830489532424546,33.88221009112577
0.7447621559078171,0.96750973243421,0.32582535813815194,0.3704597060348689,0.4695558112758079,0.1894713590842857,0.12992150533547164,0.47570492622593374,0.2269093490508841,0.6698139946825103,0.43715191887233074,0.8326781960578374,0.7002651020022491,0.31236664138204107,0.8322598013952011,35.663105998650536
0.8047643574968019,0.38747837903017446,0.2883281039302441,0.6824955039749755,0.1397524836093098,0.19990820247510832,0.007362269751005512,0.7869243775021384,0.6648508565920321,0.7051653786263351,0.7807290310219679,0.45891577553833995,0.5687411959528937,0.13979699812765745,0.11453007353597344,29.607289798943075
0.6684029617904717,0.4710962061431325,0.5652361064811888,0.7649988574160256,0.6347183200005908,0.5535794006579958,0.5592071607454135,0.3039500980626122,0.030817834567939406,0.43671738923236236,0.2145846728195292,0.40852864372463615,0.8534030732681661,0.23393948586534075,0.05830274168906602,27.088060577139885
0.28138389202199654,0.2935937577666836,0.6619165147268951,0.5570321523412783,0.7838982091064135,0.6643135403273875,0.4063868614400705,0.8140203846660347,0.1669729199077039,0.022712073133860478,0.09004786077564175,0.7223593505964503,0.4618772302513874,0.1612717790336018,0.5010447751033635,28.604163773072504
0.15231210271316842,0.696320375077736,0.4461562755740307,0.3810212260964825,0.3015120891478765,0.6302825931188885,0.3618126105533904,0.087649919316101,0.11800590212051532,0.9618976645495145,0.908580690707607,0.6997071338107496,0.2658699614595196,0.9691763773477239,0.7787509039657946,39.63314472337956
0.7168901891589956,0.44936150214378867,0.272241561845159,0.0963909621534993,0.9026023965438417,0.45577628983361107,0.20236336479523032,0.3059566241506525,0.579219568941896,0.1767727829392317,0.8566142840923755,0.7585195298352101,0.7194629559509368,0.4320930397751037,0.6273088407024432,36.320528803574945
0.5840979689127356,0.64984660155482,0.08444432113988909,0.41580740217060963,0.04161417386189248,0.49399081924451893,0.3298612123327853,0.1445241888660469,0.10340296772255164,0.587644572177712,0.1705929685368861,0.9251201183767972,0.581061139700395,0.34686980453483707,0.5909154914814168,29.38141414009104
0.022803871029697498,0.9585592132414453,0.48230343694290023,0.7827352272502862,0.08272999992243857,0.48665833083816035,0.4907069943545209,0.9378264549749828,0.5717280523760754,0.4734894010569538,0.2669756630918936,0.3315689973425522,0.5206724024715378,0.4389114603050467,0.021612079880330426,29.516481959890246
0.8262919241943578,0.8961607718397667,0.14024908899861077,0.5540361435390494,0.10857574113544355,0.6722400930398117,0.2812337838390083,0.6594226346919018,0.7269946142868826,0.768647491917657,0.10774094595589656,0.9160118451376079,0.23021399089488082,0.03741255617617978,0.5548524693914834,32.026586654000894
0.37092228386243875,0.8297897431324132,0.8082514720643018,0.31713889282271535,0.952899395069745,0.2909178381401186,0.5150571292317145,0.25596509056760275,0.9360435700489633,0.16460781758201815,0.04491061939232899,0.43509706000303794,0.992375564055837,0.891677266254914,0.7486080194569492,39.7555340602637
